날짜,체감온도,불쾌지수,우산
2019-07-18,24.8,71,1
2019-07-19,25.9,74,1
2019-07-20,27.3,76,1
2019-07-21,29.4,78,0
2019-07-22,32.1,81,0
2019-07-23,32.6,81,0
2019-07-24,30.0,79,0
2019-07-25,29.3,78,0
2019-07-26,31.1,80,0
2019-07-27,29.2,79,1
2019-07-28,32.8,81,0
2019-07-29,33.1,82,0
2019-07-30,33.0,82,0
2019-07-31,34.0,82,0
2019-08-01,34.5,82,0
2019-08-02,35.2,83,0
2019-08-03,35.7,83,0
2019-08-04,35.5,83,0
2019-08-05,35.8,83,0
2019-08-06,31.6,79,0
2019-08-07,33.5,82,0
2019-08-08,34.5,83,0
2019-08-09,34.8,82,0
2019-08-10,34.9,82,0
2019-08-11,34.7,82,0
2019-08-12,31.3,80,0
2019-08-13,34.6,82,0
2019-08-14,34.8,83,0
2019-08-15,33.1,81,0
2019-08-16,34.3,81,0
2019-08-17,33.2,79,0
2019-08-18,33.8,79,0
2019-08-19,32.7,79,0
2019-08-20,32.5,79,0
2019-08-21,28.7,76,0
2019-08-22,28.9,78,1
2019-08-23,28.3,75,0
2019-08-24,30.2,74,0
2019-08-25,25.7,71,0
2019-08-26,31.0,77,0
2019-08-27,25.0,71,1
2019-08-28,27.6,75,0
2019-08-29,25.7,73,1
2019-08-30,29.6,74,0
2019-08-31,28.6,74,0
2019-09-01,26.4,72,0
2019-09-02,23.0,68,1
2019-09-03,24.2,70,1
2019-09-04,26.0,73,1
2019-09-05,29.9,79,1
2019-09-06,30.7,79,0
2019-09-07,28.5,77,1
2019-09-08,29.7,77,0
2019-09-09,31.5,80,0
2019-09-10,31.0,78,0
2019-09-11,31.7,80,0
2019-09-12,23.1,68,0
2019-09-13,27.2,73,0
2019-09-14,29.1,75,0
2019-09-15,30.4,77,0
2019-09-16,29.2,75,0
2019-09-17,28.1,72,0
2019-09-18,29.2,73,0
2019-09-19,25.6,69,0
2019-09-20,25.5,69,0
2019-09-21,20.9,65,1
2019-09-22,19.3,63,1
2019-09-23,21.3,65,0
2019-09-24,24.8,68,0
2019-09-25,25.3,69,0
2019-09-26,27.8,73,0
2019-09-27,27.0,72,0
2019-09-28,26.7,73,0
2019-09-29,29.8,77,0
2019-09-30,27.7,74,0
2019-10-01,25.1,72,1
2019-10-02,22.9,68,1
2019-10-03,29.0,75,0
2019-10-04,28.4,74,0
2019-10-05,26.6,72,0
2019-10-06,22.5,66,0
2019-10-07,19.1,61,1
2019-10-08,22.9,66,0
2019-10-09,21.2,63,0
2019-10-10,23.0,65,0
2019-10-11,25.8,68,0
2019-10-12,25.2,69,0
2019-10-13,22.6,65,0
2019-10-14,21.9,65,0
2019-10-15,19.0,61,0
2019-10-16,20.1,62,0
2019-10-17,19.8,62,0
2019-10-18,19.3,58,1
2019-10-19,23.6,68,0
2019-10-20,23.4,67,0
2019-10-21,23.8,67,0
2019-10-22,23.3,67,0
2019-10-23,22.0,65,0
2019-10-24,21.7,65,0
2019-10-25,25.0,68,0
2019-10-26,20.1,62,0
2019-10-27,17.6,59,0
2019-10-28,18.0,59,0
2019-10-29,20.9,63,0
2019-10-30,18.5,60,0
2019-10-31,19.3,61,0
2019-11-01,21.3,64,0
2019-11-02,20.4,63,0
2019-11-03,20.9,63,0
2019-11-04,18.6,61,0
2019-11-05,19.3,61,0
2019-11-06,18.3,60,0
2019-11-07,19.1,61,0
2019-11-08,16.5,58,0
2019-11-09,17.5,58,0
2019-11-10,14.5,54,0
2019-11-11,19.7,61,0
2019-11-12,16.8,58,0
2019-11-13,14.7,55,0
2019-11-14,10.1,52,0
2019-11-15,13.7,54,0
2019-11-16,19.4,60,0
2019-11-17,14.4,52,1
2019-11-18,15.5,57,0
2019-11-19,9.5,50,0
2019-11-20,9.6,49,0
2019-11-21,12.6,53,0
2019-11-22,17.2,58,0
2019-11-23,20.0,60,0
2019-11-24,18.2,59,0
2019-11-25,11.4,52,0
2019-11-26,15.1,56,0
2019-11-27,13.2,53,0
2019-11-28,12.2,53,0
2019-11-29,11.5,52,0
2019-11-30,12.9,53,0
2019-12-01,9.0,45,1
2019-12-02,9.4,50,0
2019-12-03,8.0,46,0
2019-12-04,10.9,50,0
2019-12-05,9.1,50,0
2019-12-06,2.6,43,0
2019-12-07,6.7,46,0
2019-12-08,7.6,46,0
2019-12-09,9.1,47,0
2019-12-10,12.5,50,0
2019-12-11,15.2,55,0
2019-12-12,9.4,50,0
2019-12-13,7.8,46,0
2019-12-14,12.0,53,0
2019-12-15,12.3,52,0
2019-12-16,12.9,51,0
2019-12-17,11.5,49,0
2019-12-18,13.0,54,0
2019-12-19,10.0,51,0
2019-12-20,8.4,47,0
2019-12-21,6.2,42,0
2019-12-22,8.6,46,0
2019-12-23,11.2,49,0
2019-12-24,9.2,48,0
2019-12-25,10.6,49,0
2019-12-26,9.0,44,1
2019-12-27,6.7,48,0
2019-12-28,6.6,46,0
2019-12-29,7.3,42,0
2019-12-30,10.2,45,0
2019-12-31,0.1,43,0
2020-01-01,5.7,44,0
2020-01-02,6.7,44,0
2020-01-03,8.6,46,0
2020-01-04,8.4,46,0
2020-01-05,8.3,48,0
2020-01-06,7.0,39,1
2020-01-07,10.0,44,1
2020-01-08,10.0,49,0
2020-01-09,9.2,48,0
2020-01-10,6.7,45,0
2020-01-11,8.3,47,0
2020-01-12,8.0,47,0
2020-01-13,7.1,46,0
2020-01-14,5.3,44,0
2020-01-15,5.3,44,0
2020-01-16,5.0,44,0
2020-01-17,8.2,48,0
2020-01-18,9.5,50,0
2020-01-19,7.1,44,0
2020-01-20,8.2,46,0
2020-01-21,5.7,46,0
2020-01-22,6.4,43,0
2020-01-23,10.0,47,0
2020-01-24,11.8,49,0
2020-01-25,11.4,49,0
2020-01-26,12.1,52,0
2020-01-27,7.1,43,1
2020-01-28,11.4,52,0
2020-01-29,10.6,48,0
2020-01-30,10.1,50,0
2020-01-31,9.5,47,0
2020-02-01,8.3,48,0
2020-02-02,9.1,47,0
2020-02-03,9.4,48,0
2020-02-04,5.4,45,0
2020-02-05,1.4,46,0
2020-02-06,1.7,43,0
2020-02-07,7.5,48,0
2020-02-08,8.3,48,0
2020-02-09,6.4,47,0
2020-02-10,10.0,50,0
2020-02-11,12.1,52,0
2020-02-12,10.0,47,1
2020-02-13,14.2,53,0
2020-02-14,18.3,57,0
2020-02-15,16.4,57,0
2020-02-16,7.3,47,0
2020-02-17,0.7,42,0
2020-02-18,5.4,46,0
2020-02-19,8.7,48,0
2020-02-20,12.5,53,0
2020-02-21,13.5,54,0
2020-02-22,13.3,55,0
2020-02-23,8.5,49,0
2020-02-24,13.0,53,0
2020-02-25,11.0,46,1
2020-02-26,13.7,54,0
2020-02-27,11.0,51,0
2020-02-28,8.7,46,0
2020-02-29,10.9,50,0
2020-03-01,14.3,55,0
2020-03-02,10.6,52,0
2020-03-03,12.0,52,0
2020-03-04,12.4,53,0
2020-03-05,7.6,48,0
2020-03-06,11.2,51,0
2020-03-07,7.6,43,1
2020-03-08,14.2,55,0
2020-03-09,13.3,52,0
2020-03-10,12.3,50,1
2020-03-11,10.4,52,0
2020-03-12,13.5,55,0
2020-03-13,16.0,57,0
2020-03-14,8.9,51,0
2020-03-15,11.5,54,0
2020-03-16,10.2,51,0
2020-03-17,15.7,57,0
2020-03-18,17.5,58,0
2020-03-19,18.7,62,0
2020-03-20,14.9,56,0
2020-03-21,19.5,61,0
2020-03-22,21.6,64,0
2020-03-23,18.5,60,0
2020-03-24,17.2,58,0
2020-03-25,18.3,60,0
2020-03-26,12.4,50,1
2020-03-27,19.4,61,0
2020-03-28,12.5,53,0
2020-03-29,14.4,56,0
2020-03-30,17.3,59,0
2020-03-31,20.6,61,0
2020-04-01,19.2,60,0
2020-04-02,17.1,58,0
2020-04-03,19.0,60,0
2020-04-04,20.3,62,0
2020-04-05,15.0,56,0
2020-04-06,17.3,58,0
2020-04-07,20.3,61,0
2020-04-08,18.9,60,0
2020-04-09,16.9,58,0
2020-04-10,12.4,51,0
2020-04-11,14.1,55,0
2020-04-12,10.5,49,1
2020-04-13,13.3,55,0
2020-04-14,23.6,62,0
2020-04-15,19.4,60,0
2020-04-16,19.5,61,0
2020-04-17,15.0,49,1
2020-04-18,19.4,61,0
2020-04-19,14.8,55,1
2020-04-20,18.8,61,0
2020-04-21,18.6,60,0
2020-04-22,14.1,56,0
2020-04-23,14.2,56,0
2020-04-24,16.6,58,0
2020-04-25,21.0,63,0
2020-04-26,19.7,61,0
2020-04-27,19.6,61,0
2020-04-28,20.7,62,0
2020-04-29,23.4,65,0
2020-04-30,24.0,67,0
2020-05-01,26.0,71,0
2020-05-02,26.6,71,0
2020-05-03,20.8,62,1
2020-05-04,27.1,72,0
2020-05-05,20.7,63,0
2020-05-06,27.0,70,0
2020-05-07,23.8,66,0
2020-05-08,21.9,64,0
2020-05-09,18.9,61,1
2020-05-10,23.5,67,0
2020-05-11,27.5,70,0
2020-05-12,25.0,67,0
2020-05-13,24.2,66,0
2020-05-14,25.8,67,0
2020-05-15,21.5,60,1
2020-05-16,24.9,70,0
2020-05-17,24.9,70,0
2020-05-18,21.4,65,0
2020-05-19,17.5,59,0
2020-05-20,22.9,66,0
2020-05-21,20.9,64,0
2020-05-22,21.8,64,0
2020-05-23,23.9,67,0
2020-05-24,26.5,71,0
2020-05-25,25.0,69,0
2020-05-26,24.8,67,0
2020-05-27,26.4,69,0
2020-05-28,26.7,70,0
2020-05-29,28.1,71,0
2020-05-30,25.9,69,0
2020-05-31,24.7,69,0
2020-06-01,28.4,73,0
2020-06-02,28.7,71,0
2020-06-03,26.1,71,0
2020-06-04,30.8,77,0
2020-06-05,31.5,77,0
2020-06-06,28.4,73,0
2020-06-07,29.2,74,0
2020-06-08,31.7,76,0
2020-06-09,33.1,77,0
2020-06-10,34.1,80,0
2020-06-11,29.5,77,0
2020-06-12,29.8,78,0
2020-06-13,27.3,74,0
2020-06-14,27.7,76,1
2020-06-15,29.7,75,0
2020-06-16,32.3,76,0
2020-06-17,27.8,73,0
2020-06-18,20.5,64,1
2020-06-19,28.0,73,0
2020-06-20,26.5,73,0
2020-06-21,29.6,75,0
2020-06-22,30.2,76,0
2020-06-23,30.6,77,0
2020-06-24,26.3,72,1
2020-06-25,26.2,74,1
2020-06-26,29.6,76,0
2020-06-27,30.5,77,0
2020-06-28,32.8,79,0
2020-06-29,26.4,73,1
2020-06-30,27.3,73,0
2020-07-01,28.5,74,0
2020-07-02,27.7,73,0
2020-07-03,26.0,68,1
2020-07-04,25.7,71,0
2020-07-05,26.8,73,0
2020-07-06,26.4,72,0
2020-07-07,30.8,78,0
2020-07-08,31.2,78,0
2020-07-09,28.0,75,0
2020-07-10,26.2,73,1
2020-07-11,30.4,78,0
2020-07-12,23.8,70,1
2020-07-13,21.9,67,1
2020-07-14,24.7,71,0
2020-07-15,22.0,67,1
2020-07-16,27.1,73,0
2020-07-17,28.0,74,0
2020-07-18,26.4,72,0
2020-07-19,24.5,71,1
2020-07-20,29.4,79,0
2020-07-21,30.2,78,0
2020-07-22,26.5,74,1
2020-07-23,25.0,72,1
2020-07-24,23.1,69,1
2020-07-25,25.5,72,0
2020-07-26,29.4,76,0
2020-07-27,26.4,73,0
2020-07-28,29.6,79,0
2020-07-29,28.5,78,1
2020-07-30,28.9,77,1
2020-07-31,30.9,80,0
2020-08-01,32.9,81,0
2020-08-02,32.3,81,0
2020-08-03,31.4,80,0
2020-08-04,32.6,82,0
2020-08-05,30.8,80,1
2020-08-06,29.1,78,1
2020-08-07,28.9,78,1
2020-08-08,28.0,77,1
2020-08-09,32.1,81,0
2020-08-10,29.2,79,1
2020-08-11,29.9,79,1
2020-08-12,31.0,81,1
2020-08-13,33.4,83,0
2020-08-14,33.6,83,0
2020-08-15,35.1,84,0
2020-08-16,34.5,83,0
2020-08-17,33.9,82,0
2020-08-18,34.7,83,0
2020-08-19,34.7,82,0
2020-08-20,35.2,82,0
2020-08-21,32.2,80,0
2020-08-22,31.4,79,0
2020-08-23,32.5,80,0
2020-08-24,33.0,80,0
2020-08-25,33.7,82,0
2020-08-26,32.8,81,1
2020-08-27,32.6,82,0
2020-08-28,30.1,79,0
2020-08-29,32.4,82,0
2020-08-30,34.2,83,0
2020-08-31,31.8,80,0
2020-09-01,30.8,78,0
2020-09-02,28.6,77,1
2020-09-03,30.6,76,0
2020-09-04,29.6,76,0
2020-09-05,24.4,70,1
2020-09-06,24.0,70,0
2020-09-07,23.2,68,1
2020-09-08,29.2,76,0
2020-09-09,27.2,73,0
2020-09-10,27.8,74,0
2020-09-11,25.9,72,1
2020-09-12,25.4,71,0
2020-09-13,24.0,69,0
2020-09-14,27.9,73,0
2020-09-15,29.1,75,0
2020-09-16,23.8,69,0
2020-09-17,25.0,71,1
2020-09-18,23.1,67,0
2020-09-19,26.0,69,0
2020-09-20,26.7,70,0
2020-09-21,24.6,68,0
2020-09-22,21.6,65,0
2020-09-23,23.4,68,0
2020-09-24,24.8,69,0
2020-09-25,26.7,71,0
2020-09-26,25.4,69,0
2020-09-27,24.8,69,0
2020-09-28,24.3,68,0
2020-09-29,24.8,68,0
2020-09-30,25.7,69,0
2020-10-01,25.7,69,0
2020-10-02,25.6,70,0
2020-10-03,25.0,70,0
2020-10-04,25.0,70,0
2020-10-05,20.7,63,0
2020-10-06,22.3,64,0
2020-10-07,22.8,65,0
2020-10-08,23.3,66,0
2020-10-09,23.6,67,0
2020-10-10,22.8,66,0
2020-10-11,22.6,65,0
2020-10-12,24.7,68,0
2020-10-13,21.9,63,0
2020-10-14,20.4,62,0
2020-10-15,21.5,62,0
2020-10-16,17.7,59,0
2020-10-17,21.3,63,0
2020-10-18,21.6,64,0
2020-10-19,21.6,64,0
2020-10-20,21.6,63,0
2020-10-21,19.8,61,0
2020-10-22,18.1,60,0
2020-10-23,17.4,59,0
2020-10-24,17.2,58,0
2020-10-25,20.3,61,0
2020-10-26,19.9,62,0
2020-10-27,19.9,62,0
2020-10-28,19.0,60,0
2020-10-29,18.8,60,0
2020-10-30,19.3,61,0
2020-10-31,18.3,60,0
2020-11-01,16.3,56,1
2020-11-02,18.2,59,0
2020-11-03,12.4,55,0
2020-11-04,13.6,55,0
2020-11-05,14.9,55,0
2020-11-06,15.1,55,0
2020-11-07,21.1,63,0
2020-11-08,19.5,61,0
2020-11-09,13.2,56,0
2020-11-10,16.2,57,0
2020-11-11,14.9,56,0
2020-11-12,17.0,58,0
2020-11-13,18.4,59,0
2020-11-14,19.2,61,0
2020-11-15,18.5,60,0
2020-11-16,19.2,61,0
2020-11-17,19.9,62,0
2020-11-18,21.6,65,0
2020-11-19,23.4,69,1
2020-11-20,14.7,56,0
2020-11-21,13.3,54,0
2020-11-22,16.0,51,0
2020-11-23,11.3,51,0
2020-11-24,12.0,53,0
2020-11-25,14.0,55,0
2020-11-26,12.8,53,0
2020-11-27,14.6,55,0
2020-11-28,8.8,50,0
2020-11-29,9.8,49,0
2020-11-30,9.6,50,0
2020-12-01,8.6,50,0
2020-12-02,9.9,49,0
2020-12-03,9.7,51,0
2020-12-04,7.7,47,0
2020-12-05,9.6,49,0
2020-12-06,9.8,49,0
2020-12-07,10.8,47,0
2020-12-08,8.4,47,0
2020-12-09,7.4,46,0
2020-12-10,12.0,46,0
2020-12-11,12.0,51,0
2020-12-12,10.3,52,0
2020-12-13,9.5,49,0
2020-12-14,-0.6,41,0
2020-12-15,-0.6,41,0
2020-12-16,2.1,42,0
2020-12-17,3.4,42,0
2020-12-18,6.7,45,0
2020-12-19,2.4,46,0
2020-12-20,5.2,46,0
2020-12-21,6.0,44,0
2020-12-22,7.3,44,0
2020-12-23,9.7,41,0
2020-12-24,11.4,49,0
2020-12-25,6.7,47,0
2020-12-26,8.4,46,0
2020-12-27,9.4,46,0
2020-12-28,5.2,37,0
2020-12-29,10.2,47,0
2020-12-30,-3.1,37,0
2020-12-31,1.4,39,0
2021-01-01,2.3,40,0
2021-01-02,5.1,41,0
2021-01-03,4.4,44,0
2021-01-04,4.3,43,0
2021-01-05,6.3,47,0
2021-01-06,0.9,39,0
2021-01-07,-6.6,35,0
2021-01-08,-4.2,35,0
2021-01-09,-2.8,35,0
2021-01-10,0.2,36,0
2021-01-11,1.9,36,0
2021-01-12,3.7,40,0
2021-01-13,9.3,47,0
2021-01-14,13.2,49,0
2021-01-15,14.1,54,0
2021-01-16,7.2,48,0
2021-01-17,0.2,43,0
2021-01-18,3.0,37,0
2021-01-19,2.3,41,0
2021-01-20,6.4,46,0
2021-01-21,11.0,50,0
2021-01-22,10.5,46,0
2021-01-23,12.5,50,1
2021-01-24,12.0,52,0
2021-01-25,12.2,53,0
2021-01-26,9.2,43,1
2021-01-27,9.2,51,0
2021-01-28,9.9,52,0
2021-01-29,1.1,42,0
2021-01-30,5.1,43,0
2021-01-31,9.5,47,0
2021-02-01,11.7,50,0
2021-02-02,2.2,45,0
2021-02-03,2.7,43,0
2021-02-04,7.9,50,0
2021-02-05,6.7,46,0
2021-02-06,11.7,51,0
2021-02-07,12.9,53,0
2021-02-08,5.4,48,0
2021-02-09,5.5,46,0
2021-02-10,8.9,49,0
2021-02-11,9.9,49,0
2021-02-12,12.2,50,0
2021-02-13,15.1,55,0
2021-02-14,13.6,53,0
2021-02-15,12.8,53,0
2021-02-16,5.1,45,0
2021-02-17,-2.7,40,0
2021-02-18,-0.4,41,0
2021-02-19,7.7,47,0
2021-02-20,17.1,59,0
2021-02-21,21.3,64,0
2021-02-22,19.9,63,0
2021-02-23,11.5,53,0
2021-02-24,8.8,49,0
2021-02-25,8.3,45,0
2021-02-26,11.8,52,0
2021-02-27,10.3,51,0
2021-02-28,11.8,51,0
2021-03-01,12.8,50,1
2021-03-02,8.3,47,0
2021-03-03,8.5,48,0
2021-03-04,9.4,46,0
2021-03-05,16.5,58,0
2021-03-06,15.3,57,0
2021-03-07,9.2,47,0
2021-03-08,13.3,54,0
2021-03-09,14.1,54,0
2021-03-10,15.7,57,0
2021-03-11,15.4,56,0
2021-03-12,10.2,48,1
2021-03-13,14.8,56,0
2021-03-14,16.9,58,0
2021-03-15,16.5,58,0
2021-03-16,21.2,64,0
2021-03-17,16.1,57,0
2021-03-18,16.6,59,0
2021-03-19,17.1,59,0
2021-03-20,11.4,48,1
2021-03-21,13.4,55,0
2021-03-22,11.3,53,0
2021-03-23,16.0,57,0
2021-03-24,16.3,57,0
2021-03-25,19.7,61,0
2021-03-26,21.8,63,0
2021-03-27,15.8,56,0
2021-03-28,19.3,62,0
2021-03-29,19.4,61,0
2021-03-30,18.2,59,0
2021-03-31,21.0,62,0
2021-04-01,20.7,63,0
2021-04-02,20.9,63,0
2021-04-03,16.5,58,1
2021-04-04,14.1,54,1
2021-04-05,14.9,56,0
2021-04-06,16.7,57,0
2021-04-07,22.4,64,0
2021-04-08,21.7,63,0
2021-04-09,18.2,60,0
