,일자,석식메뉴
403,2017-09-18,"['아욱국', '후르츠탕수육', '잡곡밥', '골뱅이무침&소면', '깻순나물', '포기김치', '쌀밥']"
404,2017-09-19,"['꽃맛살샐러드', '석박지', '충무김밥', '나가사끼짬뽕', '매실주스', '오징어초무침']"
405,2017-09-20,"['알타리김치', '실곤약초무침', '늙은호박전', '잡곡밥', '해물청경채볶음', '김치국', '쌀밥']"
406,2017-09-21,"['단무지무침', '치킨마요덮밥', '꼬지어묵탕', '수제칠리핫도그', '키위드레싱샐러드', '포기김치']"
407,2017-09-22,"['오징어젓무침', '깍두기', '과일', '잡곡밥', '야채스틱', '김치전', '쌀밥', '설렁탕']"
408,2017-09-25,"['감자채볶음', '깍두기', '가지나물', '잡곡밥', '갈치구이', '부대찌개*라면사리', '쌀밥']"
409,2017-09-26,"['알타리김치', '고구마범벅', '참치주먹밥', '양배추피클', '김치우동', '오징어튀김']"
410,2017-09-27,"['미니함박조림', '된장찌개', '잡곡밥', '계란말이', '비름나물', '포기김치', '쌀밥']"
411,2017-09-28,"['오므라이스', '무비트생채', '음료', '돈가스또띠아', '포기김치', '마제소바', '맑은장국']"
412,2017-09-29,['없음']
413,2017-10-10,"['돈육굴소스볶음', '잡곡밥', '쫄면무침', '시금치나물', '포기김치', '동태찌개', '쌀밥']"
414,2017-10-11,"['후난식볶음밥', '해초무침', '배추겉절이', '새우까스*탈탈소스', '잔치국수', '홍시드레싱샐러드']"
415,2017-10-12,"['순두부찌개', '잡곡밥', '비엔나감자구이', '포기김치', '쌀밥', '청경채무침', '소고기숙주볶음']"
416,2017-10-13,"['알타리김치', '등갈비김치찜', '과일', '세발나물', '잡곡밥', '옥수수전', '쌀밥', '어묵국']"
417,2017-10-16,"['열무김치', '콩나물국', '잡곡밥', '닭오븐구이', '녹두전', '청포묵무침', '쌀밥']"
418,2017-10-17,"['피클', '단호박스프', '로제스파게티', '웨지감자', '키위드레싱샐러드', '목살필라프', '포기김치']"
419,2017-10-18,"['동그랑땡전', '소고기모듬장조림', '아삭고추무침', '잡곡밥', '얼갈이된장국', '포기김치', '쌀밥']"
420,2017-10-19,"['수제고로케', '유부장국', '산채비빔밥', '오복지무침', '생과일플레인샐러드', '포기김치']"
421,2017-10-20,"['된장찌개', '잡곡밥', '코다리강정', '소세지볶음', '숙주나물', '포기김치', '쌀밥']"
422,2017-10-23,"['닭강정', '늙은호박전', '양배추쌈*쌈장', '잡곡밥', '수제비국', '포기김치', '쌀밥']"
423,2017-10-24,"['떡볶이', '고구마그라탕', '볶음밥*자장소스', '단무지', '계란파국', '포기김치']"
424,2017-10-25,['없음']
425,2017-10-26,"['김치국수', '꽃맛살샐러드', '깍두기', '부추생채', '멸치주먹밥', '소고기퀘사디아']"
426,2017-10-27,"['잡곡밥', '방풍나물', '닭살겨자냉채', '가자미카레튀김', '포기김치', '쌀밥', '콩비지찌개']"
427,2017-10-30,"['알타리김치', '꽁치구이', '잡곡밥', '돈육김치찌개', '고기전', '청경채무침', '쌀밥']"
428,2017-10-31,"['오므라이스', '해물까스*탈탈소스', '무비트생채', '가쯔오장국', '꽃맛살볶음', '포기김치']"
429,2017-11-01,"['해초무침', '꽈리고추어묵볶음', '순두부찌개', '잡곡밥', '깐풍기', '포기김치', '쌀밥']"
430,2017-11-02,"['통새우김밥', '딸기드레싱샐러드', '우동', '양배추피클', '포기김치', '찹쌀순대볶음']"
431,2017-11-03,"['미트볼케찹조림', '잡곡밥', '셀프무쌈말이', '닭개장', '참나물땅콩무침', '포기김치', '쌀밥']"
432,2017-11-06,"['소고기장조림', '잡곡밥', '영양부추생채', '비엔나케찹볶음', '포기김치', '쌀밥', '어묵국']"
433,2017-11-07,"['마늘쫑장아찌', '해물떡볶이', '유부초밥', '감자치즈오븐구이', '잔치국수', '포기김치']"
434,2017-11-08,"['쇠고기샤브국', '시래기지짐', '잡곡밥', '쫄면무침', '해물청경채볶음', '포기김치', '쌀밥']"
435,2017-11-09,"['유부장국', '조각사과', '동그랑땡전', '양배추샐러드', '포기김치', '낙지덮밥']"
436,2017-11-10,"['알타리김치', '가지나물', '잡곡밥', '임연수엿장조림', '쌀밥', '돈육잡채', '소고기무국']"
437,2017-11-13,"['포기김치', '부추생채', '훈제오리떡볶음', '잡곡밥', '무쌈', '연두부탕', '청포묵무침', '쌀밥']"
438,2017-11-14,"['단무지무침', '새우또띠아', '계란국', '음료', '짜장면', '볶음밥', '포기김치']"
439,2017-11-15,"['해물까스*탈탈소스', '깍두기', '해초무침', '잡곡밥', '풍기샐러드', '뼈감자탕', '쌀밥']"
440,2017-11-16,"['잡곡밥', '김치두루치기', '수제비국', '청경채생채', '옥수수계란찜', '포기김치', '쌀밥']"
441,2017-11-17,"['감자채볶음', '상추겉절이', '토란탕', '잡곡밥', '주꾸미굴소스볶음', '포기김치', '쌀밥']"
442,2017-11-20,"['알탕', '동파삼겹수육', '잡곡밥', '방풍나물', '포기김치', '실곤약흑임자무침', '쌀밥']"
443,2017-11-21,"['수제고로케', '왕만두', '오복지', '닭갈비볶음밥', '쌀국수', '포기김치', '귤']"
444,2017-11-22,"['호박부추전', '잡곡밥', '배추된장국', '풋마늘초무침', '쇠고기장조림', '포기김치', '쌀밥']"
445,2017-11-23,"['꼬마김밥*겨자장', '치킨핑거', '시저샐러드', '배추겉절이', '김치우동', '무피클']"
446,2017-11-24,"['마파두부', '유채나물', '육개장', '잡곡밥', '새우까스*탈탈소스', '포기김치', '쌀밥']"
447,2017-11-27,"['잡곡밥', '두부스테이크', '쇠고기미역국', '포기김치', '닭갈비', '청경채무침', '쌀밥']"
448,2017-11-28,"['꽃빵튀김*연유', '깍두기', '고구마그라탕', '짬뽕', '참치주먹밥', '오복지']"
449,2017-11-29,['없음']
450,2017-11-30,"['피클', '감자튀김', '스프', '로제파스타', '마늘바게뜨', '목살필라프', '홍시드레싱샐러드', '포기김치']"
451,2017-12-01,"['수제돈가스', '열무된장국', '탕평채', '잡곡밥', '포기김치', '치커리사과무침', '쌀밥']"
452,2017-12-04,"['알타리김치', '잡곡밥', '유린기', '느타리호박볶음', '도토리묵무침', '김치찌개', '쌀밥']"
453,2017-12-05,"['미소장국', '또띠아피자', '모둠과일', '참치회덮밥', '포기김치', '락교']"
454,2017-12-06,"['꽁치김치찜', '쇠고기샤브국', '깍두기', '잡곡밥', '참나물무침', '잡채', '쌀밥']"
455,2017-12-07,"['콥샐러드', '타코야끼', '요플레', '잔치국수', '포기김치', '김밥']"
456,2017-12-08,"['오징어젓무침', '석박지', '과일', '잡곡밥', '야채스틱', '김치전', '쌀밥', '설렁탕']"
457,2017-12-11,"['잡곡밥', '도라지생채', '갈치구이', '쇠고기장조림', '포기김치', '배추국', '쌀밥']"
458,2017-12-12,"['감자샐러드', '어묵우동', '사과', '미니햄버거', '수제피클', '김치볶음밥', '포기김치']"
459,2017-12-13,"['늙은호박전', '새알미역국', '잡곡밥', '청경채생채', '포기김치', '닭갈비', '쌀밥']"
460,2017-12-14,"['꽃맛살샐러드', '부추생채', '멸치주먹밥', '소고기퀘사디아', '나가사끼짬뽕', '포기김치']"
461,2017-12-15,"['알타리김치', '등갈비김치찜', '올갱이아욱국', '들깨버섯무침', '잡곡밥', '숙주나물', '쌀밥']"
462,2017-12-18,"['우엉잡채', '깍두기', '잡곡밥', '돈육김치찌개', '가자미카레튀김', '물파래무침', '쌀밥']"
463,2017-12-19,"['맑은국', '단무지', '닭오븐구이', '볶음밥*짜장소스', '포기김치', '멕시칸샐러드']"
464,2017-12-20,"['두부계란부침', '잡곡밥', '오이무침', '근대국', '고추잡채*꽃빵', '포기김치', '쌀밥']"
465,2017-12-21,"['작은밥', '유채나물', '모둠튀김', '바지락수제비', '포기김치', '찹쌀순대볶음']"
466,2017-12-22,"['시래기조림', '알타리김치', '황태무채국', '유자청제육볶음', '잡곡밥', '해물김치전', '쌀밥']"
467,2017-12-26,"['청국장찌개', '잡곡밥', '돈육계란장조림', '도라지오이생채', '꽃맛살볶음', '포기김치', '쌀밥']"
468,2017-12-27,['없음']
469,2017-12-28,"['알타리김치', '크림스프', '잡곡밥', '감자범벅', '옛날왕돈까스', '과일샐러드', '오이피클', '쌀밥']"
470,2017-12-29,"['육개장', '잡곡밥', '자반고등어구이', '비엔나감자볶음', '포기김치', '청경채무침', '쌀밥']"
471,2018-01-02,"['메추리알조림', '잡곡밥', '유산슬', '얼갈이나물', '대구매운탕', '포기김치', '쌀밥']"
472,2018-01-03,"['두부양념조림', '잡곡밥', '배추겉절이', '사천식탕수육', '시금치나물', '홍합탕', '쌀밥']"
473,2018-01-04,"['날치알김치볶음밥', '어묵우동', '시저샐러드', '새우또띠아', '피크닉', '포기김치']"
474,2018-01-05,"['알타리김치', '검정콩조림', '잡곡밥', '계란말이', '순대오징어볶음', '연두부탕', '귤', '쌀밥']"
475,2018-01-08,"['등갈비김치찜', '해초무침', '냉이된장국', '잡곡밥', '오징어&브로컬리숙회', '포기김치', '쌀밥']"
476,2018-01-09,"['깍두기', '시리얼과일샐러드', '수제피클', '옥수수스프', '목살필라프', '토마토스파게티']"
477,2018-01-10,"['잡곡밥', '오이도라지무침', '모둠묵*양념장', '쇠고기미역국', '주꾸미굴소스볶음', '포기김치', '쌀밥']"
478,2018-01-11,"['단배추나물', '삼치된장구이', '석박지', '잡곡밥', '두부카프레제', '뼈감자탕', '쌀밥']"
479,2018-01-12,"['실곤약초무침', '시래기국', '부추생채', '잡곡밥', '무쌈', '훈제오리구이', '양파', '포기김치', '쌀밥']"
480,2018-01-15,"['굴비구이', '잡곡밥', '매운버섯국', '소시지오븐구이', '올방개묵무침', '포기김치', '쌀밥']"
481,2018-01-16,"['국물떡볶이', '깍두기', '고구마튀김', '김치주먹밥', '쌀국수', '과일']"
482,2018-01-17,"['어묵볶음', '콩나물국', '잡곡밥', '쫑상추무침', '포기김치', '삼겹살구이', '쌀밥']"
483,2018-01-18,"['오므라이스', '감자샐러드', '오렌지주스', '팽이장국', '돈육강정', '호빵', '포기김치']"
484,2018-01-19,"['메추리알곤약조림', '순두부찌개', '가지나물', '잡곡밥', '포기김치', '닭갈비', '쌀밥']"
485,2018-01-22,"['알타리김치', '잡곡밥', '돈육김치찌개', '비엔나감자볶음', '갈치구이', '무쌈말이', '쌀밥']"
486,2018-01-23,"['꽃맛살샐러드', '유부장국', '해물볶음우동', '바나나', '포기김치', '김밥']"
487,2018-01-24,"['마파두부', '깍두기', '안동찜닭', '잡곡밥', '근대국', '청경채무침', '쌀밥']"
488,2018-01-25,"['수제고로케', '짬뽕', '야채볶음밥', '시금치흑임자샐러드', '군고구마', '포기김치']"
489,2018-01-26,"['미트볼케찹조림', '쇠고기샤브국', '잡곡밥', '계란찜', '물파래무침', '포기김치', '쌀밥']"
490,2018-01-29,"['청국장찌개', '깍두기', '단배추나물', '잡곡밥', '류산슬', '생선커틀릿*탈탈소스', '쌀밥']"
491,2018-01-30,"['오꼬노미야끼', '시저샐러드', '새우튀김우동', '단무지무침', '유부초밥', '포기김치']"
492,2018-01-31,['없음']
493,2018-02-01,"['후난식볶음밥', '견과류조림', '음료', '돈가스또띠아', '잔치국수', '포기김치']"
494,2018-02-02,"['모듬소세지구이', '알탕', '잡곡밥', '치커리생채', '주꾸미굴소스볶음', '포기김치', '쌀밥']"
495,2018-02-05,"['비엔나컬리플라워볶음', '참치김치찌개', '깍두기', '잡곡밥', '쌀밥', '청경채무침', '꽁치오븐구이']"
496,2018-02-06,"['팽이장국', '낙지볶음덮밥', '양배추샐러드', '야채튀김', '포기김치', '조각사과']"
497,2018-02-07,"['검정콩조림', '시금치된장국', '잡곡밥', '매운닭찜', '포기김치', '미역무침', '쌀밥']"
498,2018-02-08,"['잡곡밥', '감자범벅', '옛날왕돈까스', '옥수수스프', '키위드레싱샐러드', '포기김치', '오이피클', '쌀밥']"
499,2018-02-09,"['고추장멸치볶음', '잡곡밥', '유린기', '감자고추장찌개', '포기김치', '느타리버섯볶음', '쌀밥']"
500,2018-02-12,"['육개장', '동그랑땡전', '탕평채', '잡곡밥', '가자미카레튀김', '포기김치', '쌀밥']"
501,2018-02-13,"['알타리김치', '감자튀김', '단호박스프', '샐러드', '마늘바게트', '로제파스타', '무피클', '베이컨김치볶음밥']"
502,2018-02-14,"['잡곡밥', '계란찜', '오이무침', '쇠고기무국', '고추잡채*꽃빵', '포기김치', '쌀밥']"
503,2018-02-19,"['깍두기', '잡곡밥', '계란말이', '명태조림', '쌀밥', '파래김*양념장', '콩비지찌개']"
504,2018-02-20,"['해초무침', '딸기드레싱샐러드', '가쯔오장국', '닭오븐구이', '포기김치', '해물굴소스볶음밥']"
505,2018-02-21,"['고등어자반찜', '우거지해장국', '궁중떡볶음', '잡곡밥', '포기김치', '무쌈말이', '쌀밥']"
506,2018-02-22,"['또띠아견과칩', '오복지', '볶음밥(김밥재료)', '김치우동', '바나나', '포기김치', '오징어튀김']"
507,2018-02-23,"['부추호박전', '잡곡밥', '돈육장조림', '대구매운탕', '무생채', '포기김치', '쌀밥']"
508,2018-02-26,"['알타리김치', '아삭고추무침', '잡곡밥', '닭매운찜', '두부스테이크', '쇠고기미역국', '쌀밥']"
509,2018-02-27,"['쨔샤이무침', '계란국', '음료', '짜장잡채덮밥', '씨리얼과일샐러드', '고구마튀김', '포기김치', '연근']"
510,2018-02-28,['없음']
511,2018-03-02,"['돈육굴소스볶음', '오이도라지생채', '깍두기', '들깨버섯무침', '잡곡밥', '콩나물김치국', '쌀밥']"
512,2018-03-05,"['단호박달걀찜', '모듬쌈', '콩나물국', '잡곡밥', '돈육고추장볶음', '포기김치', '쌀밥']"
513,2018-03-06,"['해물떡볶이', '김말이튀김', '잔치국수', '포기김치', '매실주스', '김밥']"
514,2018-03-07,"['된장찌개', '잡곡밥', '쫄면무침', '봄동겉절이', '포기김치', '삼겹살구이', '쌀밥']"
515,2018-03-08,"['꽃맛살샐러드', '수제고로케', '유부장국', '산채비빔밥', '오복지무침', '포기김치']"
516,2018-03-09,"['오징어젓무침', '깍두기', '방울토마토', '잡곡밥', '야채스틱', '김치전', '쌀밥', '설렁탕']"
517,2018-03-12,"['잡곡밥', '비엔나볶음', '닭개장', '갈치구이', '포기김치', '치커리사과무침', '쌀밥']"
518,2018-03-13,"['깍두기', '어묵우동', '감자만두', '단무지무침', '쇠고기퀘사디아', '김치볶음밥']"
519,2018-03-14,"['유자청돈육볶음', '잡곡밥', '옥수수전', '무생채', '포기김치', '쌀밥', '콩비지찌개']"
520,2018-03-15,"['작은밥', '카레감자채볶음', '마늘쫑무침', '바지락수제비', '사천식탕수육', '포기김치']"
521,2018-03-16,"['콩나물국', '잡곡밥', '연두부*양념장', '호박채나물', '포기김치', '닭갈비', '쌀밥']"
522,2018-03-19,"['고등어구이', '잡곡밥', '닭가슴살냉채', '오이사과무침', '부대찌개', '포기김치', '쌀밥']"
523,2018-03-20,"['오므라이스', '알타리김치', '가쯔오장국', '음료', '모둠튀김*칠리소스', '멕시칸샐러드']"
524,2018-03-21,"['잡곡밥', '김치녹두전', '돈육장조림', '쫑상추무침', '연두부탕', '포기김치', '쌀밥']"
525,2018-03-22,"['옥수수샐러드', '빠에야', '쌀국수', '웨지감자', '포기김치', '오렌지']"
526,2018-03-23,"['마파두부', '풋마늘대무침', '잡곡밥', '버섯매운국', '새우까스*탈탈소스', '포기김치', '쌀밥']"
527,2018-03-26,"['가자미양념조림', '머위대나물', '황태국', '잡곡밥', '포기김치', '쌀밥', '소고기숙주볶음']"
528,2018-03-27,"['단무지', '후르츠탕수육(황도)', '요플레', '나가사끼짬뽕', '포기김치', '김밥']"
529,2018-03-28,['없음']
530,2018-03-29,"['미소장국', '봄나물튀김', '해물볶음우동', '참치회덮밥', '바나나', '포기김치', '락교']"
531,2018-03-30,"['돼지갈비찜', '시래기국', '감자전', '잡곡밥', '미역초무침', '포기김치', '쌀밥']"
532,2018-04-02,"['포기김치', '육개장', '잡곡밥', '고구마순나물', '모둠버섯초무침', '쌀밥', '꽁치오븐구이']"
533,2018-04-03,"['꼬들단무지', '훈제오리냉채', '멸치주먹밥', '잔치국수', '포기김치', '멕시칸샐러드']"
534,2018-04-04,"['동파삼겹수육', '시금치된장국', '잡곡밥', '방풍나물', '포기김치', '실곤약흑임자무침', '쌀밥']"
535,2018-04-05,"['딸기와플', '단무지무침', '꼬지어묵탕', '볶음밥&짜장소스', '케이준치킨샐러드', '포기김치']"
536,2018-04-06,"['동태포전', '쇠고기샤브국', '잡곡밥', '음료', '꽃맛살볶음', '포기김치', '콩나물무침', '쌀밥']"
537,2018-04-09,"['굴비구이', '소고기매운국', '잡곡밥', '셀프무쌈말이', '마늘쫑무침', '포기김치', '쌀밥']"
538,2018-04-10,"['새우튀김우동', '부추만두', '비트무생채', '베이컨김치볶음밥', '포기김치', '찹쌀순대볶음']"
539,2018-04-11,"['양념깻잎지', '잡곡밥', '꽃게탕', '레몬탕수육', '어묵꽈리고추볶음', '포기김치', '쌀밥']"
540,2018-04-12,"['닭강정', '도토리묵냉국', '후난식볶음밥', '고구마치즈구이', '음료', '오이무침', '포기김치']"
541,2018-04-13,"['치커리유자청무침', '버섯불고기', '잡곡밥', '황태양념구이', '포기김치', '쌀밥', '어묵국']"
542,2018-04-16,"['시금치초무침', '잡곡밥', '유린기', '연근땅콩조림', '차돌박이찌개', '포기김치', '쌀밥']"
543,2018-04-17,"['김치말이국수', '석박지', '충무김밥', '미트볼조림', '오징어무침', '과일샐러드']"
544,2018-04-18,"['쇠고기야채볶음', '잡곡밥', '참나물생채', '삼치구이', '포기김치', '쌀밥', '콩비지찌개']"
545,2018-04-19,"['미소장국', '참치주먹밥', '돈까스또띠아', '로제스파게티', '무피클', '포기김치', '오렌지']"
546,2018-04-20,"['잡곡밥', '옥수수전', '미역줄기볶음', '포기김치', '쌀밥', '닭갈비', '소고기무국']"
547,2018-04-23,"['돼지갈비찜', '청국장찌개', '해물까스*탈탈소스', '머위순나물', '잡곡밥', '포기김치', '쌀밥']"
548,2018-04-24,"['청포도', '감자튀김', '미니햄버거', '쌀국수', '포기김치', '하와이안필라프']"
549,2018-04-25,['없음']
550,2018-04-26,"['표고버섯탕수육', '우동', '음료', '유부초밥', '참치샐러드', '포기김치']"
551,2018-04-27,"['쇠고기샤브국', '아삭고추무침', '잡곡밥', '주꾸미떡볶음', '포기김치', '두부카프레제', '쌀밥']"
552,2018-04-30,"['육개장', '잡곡밥', '해물누룽지탕', '부추전', '김자반볶음', '포기김치', '쌀밥']"
553,2018-05-02,"['깐풍연근', '올갱이아욱국', '소고기버섯볶음', '잡곡밥', '셀프무쌈말이', '포기김치', '쌀밥']"
554,2018-05-03,"['감자샐러드', '해물떡볶이', '만두', '잔치국수', '고구마튀김', '포기김치', '김밥']"
555,2018-05-04,"['세발나물', '감자국', '잡곡밥', '비엔나케찹볶음', '쇠고기장조림', '포기김치', '쌀밥']"
556,2018-05-08,"['알타리김치', '삼계국밥', '잡곡밥', '비름나물', '당면계란만두', '삼치양념찜', '쌀밥']"
557,2018-05-09,"['언양식불고기', '견과류조림', '잡곡밥', '청경채겉절이', '대구매운탕', '포기김치', '쌀밥']"
558,2018-05-10,"['맑은국', '단무지', '볶음밥*짜장소스', '사천식탕수육', '포기김치', '하와이안샐러드']"
559,2018-05-11,"['잡곡밥', '모듬묵샐러드', '유린기', '꽃게탕', '느타리호박볶음', '포기김치', '쌀밥']"
560,2018-05-14,"['알타리김치', '해초무침', '잡곡밥', '계란찜', '닭개장', '고추잡채*꽃빵', '쌀밥']"
561,2018-05-15,"['오므라이스', '생선까스*탈탈소스', '망고드레싱샐러드', '가쯔오장국', '요플레', '무피클', '포기김치']"
562,2018-05-16,"['고추장찌개', '잡곡밥', '방풍나물', '햄감자채볶음', '갈치구이', '포기김치', '쌀밥']"
563,2018-05-17,"['김치국수', '꽃맛살샐러드', '깐풍육', '오복지', '멸치주먹밥', '바나나', '포기김치']"
564,2018-05-18,"['잡곡밥', '쫄면무침', '시금치나물', '연두부탕', '포기김치', '미니채소떡갈비', '쌀밥']"
565,2018-05-21,"['모듬장조림(소고기)', '알타리김치', '잡곡밥', '계란말이', '깻순나물', '콩나물김치국', '쌀밥']"
566,2018-05-23,"['동태전', '잡곡밥', '해물된장찌개', '돈육칠리강정', '포기김치', '콩나물무침', '쌀밥']"
567,2018-05-24,"['피클', '오렌지주스', '샐러드', '굴소스볶음밥', '함박스테이크', '완두콩스프', '포기김치', '토마토스파게티']"
568,2018-05-25,"['잡곡밥', '닭겨자냉채', '어묵무침', '비엔나감자구이', '쇠고기무국', '포기김치', '쌀밥']"
569,2018-05-28,"['알타리김치', '고추장찌개', '쇠고기숙주볶음', '잡곡밥', '해물김치전', '파래김*양념장', '쌀밥']"
570,2018-05-29,"['짬뽕', '양배추샐러드', '깐풍기', '볶음밥', '포기김치', '조각사과']"
571,2018-05-30,['없음']
572,2018-05-31,"['샐러드', '석박지', '우동', '충무김밥', '바나나', '핫도그', '오징어초무침']"
573,2018-06-01,"['열무김치', '견과류조림', '잡곡밥', '레몬탕수육', '미역줄기볶음', '쌀밥', '콩비지찌개']"
574,2018-06-04,"['가자미양념찜', '쇠고기샤브국', '잡곡밥', '비트무생채', '꽃맛살볶음', '포기김치', '쌀밥']"
575,2018-06-05,"['단무지무침', '참치주먹밥', '새우까스*칠리소스', '잔치국수', '과일샐러드', '포기김치']"
576,2018-06-07,"['치커리유자청무침', '조랭이떡미역국', '열무김치', '잡곡밥', '김치녹두전', '돈육장조림', '쌀밥']"
577,2018-06-08,"['비엔나컬리플라워볶음', '잡곡밥', '얼갈이된장국', '닭오븐구이', '시금치나물', '포기김치', '쌀밥']"
578,2018-06-11,"['해물동그랑땡전', '잡곡밥', '닭볶음탕', '오이사과무침', '무채국', '포기김치', '쌀밥']"
579,2018-06-12,"['고추장찌개', '언양식불고기', '양배추쌈*쌈장', '잡곡밥', '날치알계란찜', '포기김치', '쌀밥']"
580,2018-06-14,"['유부장국', '모둠튀김*초간장', '산채비빔밥', '콘샐러드', '수박', '포기김치']"
581,2018-06-15,"['돈육굴소스볶음', '참치야채전', '잡곡밥', '참나물생채', '포기김치', '쌀밥', '어묵국']"
582,2018-06-18,"['후르츠탕수육', '부추생채', '해물파전', '콩나물국', '잡곡밥', '포기김치', '쌀밥']"
583,2018-06-19,"['맑은국', '마파두부덮밥', '쨔샤이무침', '소고기퀘사디아', '씨리얼과일샐러드', '포기김치']"
584,2018-06-20,"['모둠버섯볶음', '된장찌개', '잡곡밥', '유린기', '배추겉절이', '오이맛살무침', '쌀밥']"
585,2018-06-21,"['김말이튀김', '떡볶이', '청포도피클', '잔치국수', '포기김치', '김밥']"
586,2018-06-22,['없음']
587,2018-06-25,"['두부양념조림', '시래기국', '잡곡밥', '모듬쌈*쌈장', '포기김치', '삼겹살구이', '쌀밥']"
588,2018-06-26,"['콥샐러드', '유부초밥', '수박', '콩국수', '포기김치', '순대야채볶음']"
589,2018-06-27,['없음']
590,2018-06-28,"['단호박스프', '잡곡밥', '음료', '단무지', '샐러드파스타', '옛날돈가스', '포기김치', '쌀밥']"
591,2018-06-29,"['알타리김치', '치커리무침', '소고기불고기', '잡곡밥', '감자채햄볶음', '북어계란국', '쌀밥']"
592,2018-07-02,"['비엔나컬리플라워볶음', '잡곡밥', '옹심이만두국', '간장치킨', '포기김치', '청경채무침', '쌀밥']"
593,2018-07-03,"['후난식볶음밥', '시저샐러드', '돈육강정', '가쯔오장국', '포기김치', '조각사과']"
594,2018-07-04,"['두부계란부침*양념', '잡곡밥', '셀프무쌈말이', '들깨미역국', '주꾸미볶음', '포기김치', '쌀밥']"
595,2018-07-05,"['부추만두', '열무김치국수', '멸치주먹밥', '무피클', '포기김치', '멕시칸샐러드']"
596,2018-07-06,"['잡곡밥', '배추된장국', '참나물생채', '꽃맛살볶음', '가자미카레튀김', '포기김치', '쌀밥']"
597,2018-07-09,"['잡곡밥', '머위대초무침', '닭개장', '갈치구이', '포기김치', '고추잡채*꽃빵', '쌀밥']"
598,2018-07-10,"['짜장소스', '맑은국', '오이지무침', '볶음밥', '사천식탕수육', '포기김치', '하와이안샐러드']"
599,2018-07-11,"['부추생채', '잡곡밥', '옥수수전', '무채국', '콩나물불고기', '포기김치', '쌀밥']"
600,2018-07-12,"['감자치즈구이', '빠에야', '냉모밀국수', '비빔만두', '수박', '포기김치']"
601,2018-07-13,"['미트볼케찹조림', '양념깻잎지', '잡곡밥', '해물누룽지탕', '포기김치', '쌀밥', '시금치국']"
602,2018-07-16,"['오이맛살냉채', '알타리김치', '모듬소세지구이', '잡곡밥', '돈육김치찌개', '쌀밥', '꽁치오븐구이']"
603,2018-07-17,"['감자튀김', '가쯔오국', '로제파스타', '청포도피클', '포기김치', '해물굴소스볶음밥']"
604,2018-07-18,"['잡곡밥', '소고기미역국', '명란계란찜', '오징어볶음', '포기김치', '두부카프레제', '쌀밥']"
605,2018-07-19,"['김치말이국수', '떡볶이', '꼬들단무지', '음료', '찐옥수수', '포기김치', '김밥']"
606,2018-07-20,"['두부구이', '잡곡밥', '꽃게탕', '돈육간장강정', '아몬드멸치볶음', '포기김치', '쌀밥']"
