,일자,중식메뉴
906,2019-10-22,"['잡곡밥', '얼큰순두부찌개', '짬뽕불고기', '도토리묵무침', '포기김치', '잡채', '쌀밥']"
907,2019-10-23,"['우동국', '메밀전병만두', '유린기', '단무지', '카레라이스', '바나나', '포기김치']"
908,2019-10-24,"['열무김치', '잡곡밥', '건새우아욱국', '계란말이', '숙주나물무침', '등갈비김치말이', '쌀밥']"
909,2019-10-25,"['팽이장국', '식혜', '갈비만두', '나물비빔밥', '포기김치', '생선까스*칠리소스']"
910,2019-10-28,"['메추리알조림', '유자청제육볶음', '잡곡밥', '소고기미역국', '모듬쌈*쌈장', '포기김치', '쌀밥']"
911,2019-10-29,"['열무김치', '된장찌개', '잡곡밥', '오징어볶음', '두부새싹구이', '파래김*양념장', '쌀밥']"
912,2019-10-30,"['치킨핑거', '맑은국', '마파두부덮밥', '시저샐러드', '무비트생채', '포기김치']"
913,2019-10-31,"['늙은호박전', '동파삼겹수육', '매운콩나물국', '잡곡밥', '배추겉절이', '쫑상추무침', '쌀밥']"
914,2019-11-01,"['옛날돈까스', '딸기드레싱샐러드', '음료', '감자범벅', '수제피클', '옥수수스프', '포기김치', '쌀밥']"
915,2019-11-04,"['청경채사과생채', '잡곡밥', '계란찜', '근대국', '소고기낙지볶음', '포기김치', '쌀밥']"
916,2019-11-05,"['감자채볶음', '고추장찌개', '잡곡밥', '포기김치', '쌀밥', '콩나물무침', '순살파닭']"
917,2019-11-06,"['김치제육덮밥', '열무김치', '동태전', '가쯔오장국', '시금치프리타타', '오이무침']"
918,2019-11-07,"['오징어국', '잡곡밥', '멸치호두볶음', '물파래무침', '포기김치', '미니채소떡갈비', '쌀밥']"
919,2019-11-08,"['미역장국', '단무지', '사천식탕수육', '포기김치', '멕시칸샐러드', '야채볶음밥*짜장소스']"
920,2019-11-11,"['잡곡밥', '언양식불고기*양파채', '돈육김치찌개', '진미채무침', '포기김치', '잡채', '쌀밥']"
921,2019-11-12,"['차돌된장찌개', '양념깻잎지', '잡곡밥', '옥수수전', '주꾸미볶음', '포기김치', '쌀밥']"
922,2019-11-13,"['맑은국', '사과고구마그라탕', '돈육강정', '배추겉절이', '오복지무침', '곤드레밥*양념장']"
923,2019-11-14,"['콩나물국', '잡곡밥', '모듬소시지구이', '해물누룽지탕', '미역레몬초무침', '포기김치', '쌀밥']"
924,2019-11-15,"['또띠아칩', '치킨텐더샐러드', '피클', '방울토마토', '나가사끼짬뽕국', '김치볶음밥', '포기김치']"
925,2019-11-18,"['소고기장조림', '잡곡밥', '시금치프리타타', '오이무침', '김치콩나물국', '포기김치', '쌀밥']"
926,2019-11-19,"['온두부', '육개장', '잡곡밥', '참나물', '탕수어', '김치볶음', '쌀밥']"
927,2019-11-20,"['미소장국', '닭강정', '오이도라지무침', '포기김치', '청포묵무침', '콩나물밥*양념장']"
928,2019-11-21,"['된장찌개', '잡곡밥', '류산슬', '포기김치', '비빔야채만두', '실곤약흑임자무침', '쌀밥']"
929,2019-11-22,"['포기김치', '카레덮밥', '맑은국', '생선까스', '쫄면야채무침', '아몬드멸치볶음', '과일']"
930,2019-11-25,"['고추장찌개', '버섯불고기', '아삭고추무침', '잡곡밥', '계란말이', '포기김치', '쌀밥']"
931,2019-11-26,"['마파두부', '누룽지탕수육', '깍두기', '잡곡밥', '김치두부국', '파래김*양념장', '쌀밥']"
932,2019-11-27,"['감자치즈구이', '맑은국', '군만두', '나물비빔밥', '치커리유자청생채', '포기김치']"
933,2019-11-28,"['아욱국', '해물파전', '열무김치', '잡곡밥', '닭볶음탕', '청경채생채', '쌀밥']"
934,2019-11-29,"['오므라이스', '미소장국', '모듬튀김', '콘샐러드', '군고구마', '포기김치', '과일']"
935,2019-12-02,"['우엉잡채', '열무된장국', '쌈무', '잡곡밥', '훈제오리구이', '양파절임', '포기김치', '쌀밥']"
936,2019-12-03,"['잡곡밥', '부추전', '마늘쫑무침', '마늘간장치킨', '포기김치', '홍합탕', '쌀밥']"
937,2019-12-04,"['해물까스*칠리소스', '팽이장국', '콥샐러드', '열무김치', '계란', '요플레', '비트무생채', '김치볶음밥']"
938,2019-12-05,"['쇠고기샤브국', '동태전', '잡곡밥', '가지나물', '포기김치', '닭갈비', '쌀밥']"
939,2019-12-06,"['깍두기', '수제돈가스', '양념깻잎지', '잡곡밥', '계란찜', '근대국', '쌀밥']"
940,2019-12-09,"['들깨시래기국', '유자청돈육볶음', '잡곡밥', '콩나물겨자채', '시금치나물', '포기김치', '쌀밥']"
941,2019-12-10,"['잡곡밥', '코다리조림', '유린기', '매운소고기국', '포기김치', '치커리사과무침', '쌀밥']"
942,2019-12-11,"['유부장국', '오이무침', '새송이너비아니구이', '양장피', '포기김치', '단호박영양밥']"
943,2019-12-12,"['매운돼지갈비찜', '도토리묵야채무침', '굴미역국', '호박부추전', '잡곡밥', '포기김치', '쌀밥']"
944,2019-12-13,"['참치김치찌개', '가지무침', '깍두기', '안동찜닭', '잡곡밥', '고추잡채*꽃빵', '쌀밥']"
945,2019-12-16,"['열무된장국', '쌈무', '떡잡채', '잡곡밥', '양파절임', '훈제오리볶음', '포기김치', '쌀밥']"
946,2019-12-17,"['메추리알곤약조림', '유채겉절이', '잡곡밥', '무채국', '포기김치', '쌀밥', '소고기숙주볶음']"
947,2019-12-18,"['미소장국', '콩나물밥', '언양식불고기*양파채', '가래떡츄러스', '포기김치', '샐러드파스타']"
948,2019-12-19,"['해물콩나물찜', '연두부*장', '된장찌개', '잡곡밥', '대패삼겹*파채', '포기김치', '쌀밥']"
949,2019-12-20,"['감자양파국', '간장깻잎지', '잡곡밥', '두부커틀릿', '매운닭찜', '포기김치', '쌀밥']"
950,2019-12-23,"['아욱국', '깍두기', '모듬쌈', '잡곡밥', '돈육김치볶음', '비엔나감자조림', '쌀밥']"
951,2019-12-24,"['애호박전', '치킨핑거', '오징어국', '잡곡밥', '조각케익', '포기김치', '콩나물무침', '쌀밥']"
952,2019-12-26,"['열무김치', '물미역*초장', '된장찌개', '잡곡밥', '짬뽕불고기', '녹두전', '쌀밥']"
953,2019-12-27,"['콘치즈오븐구이', '단무지무침', '가쯔오장국', '파인애플볶음밥', '사천식탕수육', '포기김치']"
954,2019-12-30,"['두부양념조림', '고추장찌개', '버섯불고기', '잡곡밥', '오이무침', '포기김치', '쌀밥']"
955,2019-12-31,"['부추깻잎전', '양배추쌈*쌈장', '잡곡밥', '배추된장국', '닭볶음탕', '포기김치', '쌀밥']"
956,2020-01-02,"['유채나물', '떡국', '잡곡밥', '시금치프리타타', '식혜', '제육볶음', '포기김치', '쌀밥']"
957,2020-01-03,"['미소장국', '비빔밥', '마늘쫑무침', '탕수어', '과일샐러드', '포기김치']"
958,2020-01-06,"['된장찌개', '잡곡밥', '돈육김치볶음', '사각어묵볶음', '쫑상추무침', '포기김치', '쌀밥']"
959,2020-01-07,"['잡곡밥', '오이도라지무침', '감자채전', '포기김치', '쌀밥', '미역국', '순살파닭']"
960,2020-01-08,"['맑은국', '사과고구마그라탕', '돈육강정', '배추겉절이', '오복지무침', '곤드레밥*양념장']"
961,2020-01-09,"['치커리무침', '육개장', '언양식불고기', '잡곡밥', '가자미튀김', '포기김치', '쌀밥']"
962,2020-01-10,"['미소장국', '또띠아피자', '참치회덮밥', '과일샐러드', '포기김치', '락교']"
963,2020-01-13,"['부추생채', '명이절임', '잡곡밥', '마늘쫑볶음', '훈제오리구이', '근대국', '포기김치', '쌀밥']"
964,2020-01-14,"['두부구이', '시래기국', '잡곡밥', '오이무침', '함박스테이크*소스', '포기김치', '쌀밥']"
965,2020-01-15,"['오징어숙회무침', '고기전', '연두부탕', '포기김치', '콩나물무침', '단호박영양밥']"
966,2020-01-16,"['아삭고추무침', '잡곡밥', '깐풍두부', '해물된장찌개', '묵은지닭찜', '포기김치', '쌀밥']"
967,2020-01-17,"['콥샐러드', '열무김치', '크림스프', '김치필라프', '수제피클', '토마토스파게티']"
968,2020-01-20,"['고등어구이', '순두부찌개', '잡곡밥', '포기김치', '닭갈비', '치커리사과유자청무침', '쌀밥']"
969,2020-01-21,"['콩나물냉채', '땅콩조림', '등갈비김치찜', '열무김치', '잡곡밥', '쌀밥', '어묵국']"
970,2020-01-22,"['미역장국', '불고기비빔밥', '허니버터치킨', '오이무침', '포기김치', '모듬묵흑임자샐러드']"
971,2020-01-23,"['돼지갈비찜', '아욱국', '시금치초무침', '동태전', '잡곡밥', '포기김치', '쌀밥']"
972,2020-01-28,"['황태국', '잡곡밥', '어묵꽈리고추조림', '미역오이초무침', '오리고추장볶음', '포기김치', '쌀밥']"
973,2020-01-29,"['꽃맛살샐러드', '치킨핑거', '가쯔오장국', '청경채생채', '포기김치', '콩나물밥*양념장']"
974,2020-01-30,"['들깨시래기국', '잡곡밥', '달래두부무침', '배추겉절이', '닭오븐구이', '시금치나물', '쌀밥']"
975,2020-01-31,"['김치제육덮밥', '시저샐러드', '계란국', '열무나물', '포기김치', '오징어튀김']"
976,2020-02-03,"['쇠고기낙지볶음', '잡곡밥', '계란찜', '세발나물생채', '포기김치', '미역국', '쌀밥']"
977,2020-02-04,"['도라지초무침', '잡곡밥', '돈육강정', '배추겉절이', '모듬버섯볶음', '차돌박이찌개', '쌀밥']"
978,2020-02-05,"['주꾸미초무침', '유부장국', '언양식불고기', '파래김*양념장', '포기김치', '단호박영양밥']"
979,2020-02-06,"['감자채볶음', '동파삼겹수육', '잡곡밥', '어묵탕', '오이무침', '포기김치', '귤', '쌀밥']"
980,2020-02-07,"['두부김치국', '굴비구이', '미트볼조림', '보름나물', '부럼', '포기김치', '오곡밥', '쌀밥']"
981,2020-02-10,"['유채나물', '골뱅이무침*소면', '매운콩나물국', '잡곡밥', '포기김치', '쌀밥', '소고기숙주볶음']"
982,2020-02-11,"['양념깻잎지', '잡곡밥', '레몬탕수육', '포기김치', '쌀밥', '실곤약흑임자무침', '냉이된장찌개']"
983,2020-02-12,"['팽이장국', '곤드레밥*강된장', '닭데리야끼조림', '바나나', '포기김치', '비빔야채만두']"
984,2020-02-13,"['잡곡밥', '돈육간장볶음', '사각어묵볶음', '쫑상추무침', '포기김치', '동태찌개', '쌀밥']"
985,2020-02-14,"['또띠아칩', '김밥볶음밥', '크림새우', '미니짬뽕', '배추겉절이', '하와이안샐러드']"
986,2020-02-17,"['우엉잡채', '쇠고기샤브국', '유자청제육볶음', '잡곡밥', '미역오이초무침', '포기김치', '쌀밥']"
987,2020-02-18,"['차돌된장찌개', '잡곡밥', '고기전', '주꾸미볶음', '봄동겉절이', '포기김치', '쌀밥']"
988,2020-02-19,"['미소장국', '사과고구마그라탕', '메밀전병만두', '나물비빔밥', '포기김치', '도라지오이생채']"
989,2020-02-20,"['간장마늘치킨', '열무김치', '잡곡밥', '호박채나물', '근대국', '오징어초무침', '쌀밥']"
990,2020-02-21,"['치커리만다린무침', '잡곡밥', '새송이버섯전', '짬뽕불고기', '들깨미역국', '포기김치', '쌀밥']"
991,2020-02-24,"['실곤약초무침', '깍두기', '된장찌개', '잡곡밥', '계란찜', '돈육김치볶음', '쌀밥']"
992,2020-02-25,"['부추생채', '늙은호박전', '열무김치', '잡곡밥', '훈제오리구이', '양파절임', '부대찌개', '쌀밥']"
993,2020-02-26,"['팽이장국', '과일샐러드', '마늘쫑무침', '치킨텐더*콘소스D', '낙지비빔밥', '포기김치']"
994,2020-02-27,"['잡곡밥', '북어국', '두부계란부침', '콩나물무침', '포기김치', '닭갈비', '쌀밥']"
995,2020-02-28,"['아욱국', '소고기장조림', '잡곡밥', '세발나물생채', '황태양념구이', '포기김치', '쌀밥']"
996,2020-03-02,"['두부김치국', '치커리유자청무침', '깍두기', '소고기버섯볶음', '잡곡밥', '모듬묵*장', '쌀밥']"
997,2020-03-03,"['양념깻잎지', '잡곡밥', '오징어볶음*소면', '쇠고기무국', '꽃맛살볶음', '포기김치', '쌀밥']"
998,2020-03-04,"['고추장찌개', '떡잡채', '오이무침', '갈치구이', '콩나물밥*달래장', '포기김치']"
999,2020-03-05,"['치킨무', '잡곡밥', '수원왕갈비통닭', '돌나물무침', '김치전', '포기김치', '미역국', '쌀밥']"
1000,2020-03-06,"['곤드레밥', '브로컬리', '돈육간장볶음', '건새우아욱국', '배추겉절이', '쫄면야채무침']"
1001,2020-03-09,"['오이도라지생채', '콩나물국', '잡곡밥', '옥수수계란찜', '소불고기', '포기김치', '쌀밥']"
1002,2020-03-10,"['가자미엿장조림', '꼬들단무지무침', '잡곡밥', '청경채겉절이', '포기김치', '대파육개장*칼국수', '쌀밥']"
1003,2020-03-11,"['(쌀:국내산,돈육:국내', '애기새송이버섯볶음', '미소시루', '카레라이스', '골뱅이야채무침', '포기김치', '감자만두*양념']"
1004,2020-03-12,"['꼬들빼기김치', '열무김치', '순두부찌개', '잡곡밥', '해물돼지갈비찜', '가지완자튀김', '쌀밥']"
1005,2020-03-13,"['동태포전', '석박지', '잡곡밥', '야채스틱,고추*쌈장', '부추겉절이', '쌀밥', '설렁탕']"
1006,2020-03-16,"['돈육굴소스볶음', '아삭고추쌈장무침', '열무김치', '오징어숙회무침', '잡곡밥', '쌀밥', '어묵국']"
1007,2020-03-17,"['차돌박이숙주볶음', '잡곡밥', '대구탕', '브로컬리,다시마*초장', '시금치나물', '포기김치', '쌀밥']"
1008,2020-03-18,"['콩나물냉채', '고춧잎볶음', '마파두부덮밥', '레몬유린기', '조갯살무국', '포기김치']"
1009,2020-03-19,"['포기김치', '잡곡밥', '햄계란말이', '짜장닭볶음', '쌀밥', '고추장고구마순무침', '콩비지찌개']"
1010,2020-03-20,"['감자채볶음', '칠리새우', '풋마늘대무침', '잡곡밥', '갈비탕', '포기김치', '쌀밥']"
1011,2020-03-23,"['시래기국', '봄동전*양념', '잡곡밥', '미역초무침', '포기김치', '오리양념불고기*쌈무', '쌀밥']"
1012,2020-03-24,"['깍두기', '잡곡밥', '소고기미역국', '해물누룽지탕', '김치고기전', '치커리사과무침', '쌀밥']"
1013,2020-03-25,"['유부주머니국', '목살스테이크', '잡곡밥', '오이무침', '파스타샐러드', '포기김치', '쌀밥']"
1014,2020-03-26,"['잡곡밥', '배추된장국', '모듬쌈*쌈장', '계란찜', '제육볶음', '포기김치', '쌀밥']"
1015,2020-03-27,"['맑은국', '치킨너겟', '시저샐러드', '마늘쫑무침', '포기김치', '봄나물비빔밥']"
1016,2020-03-30,"['우렁된장찌개', '연두부*장', '잡곡밥', '오꼬노미계란말이', '주꾸미볶음', '포기김치', '쌀밥']"
1017,2020-03-31,"['고추장찌개', '안동찜닭', '참나물생채무침', '잡곡밥', '모듬버섯볶음', '포기김치', '쌀밥']"
1018,2020-04-01,"['들깨시래기국', '잡곡밥', '삼겹살수육&풋고추', '오복지무침', '배추깻잎*쌈장', '포기김치', '쌀밥']"
1019,2020-04-02,"['감자채볶음', '치커리오이무침', '등갈비김치찜', '잡곡밥', '경상도식소고기국', '참치김치볶음', '쌀밥']"
1020,2020-04-03,"['살구복숭아주스', '순대국밥', '오이&당근*쌈장', '잡곡밥', '고추튀김', '부추무침', '포기김치', '쌀밥']"
1021,2020-04-06,"['오리불고기', '간장깻잎지', '잡곡밥', '음료', '백김치', '포기김치', '미역국', '쌀밥']"
1022,2020-04-07,"['두부양념조림', '후르츠탕수육', '잡곡밥', '유채나물무침', '포기김치', '꽃게된장국', '쌀밥']"
1023,2020-04-08,"['닭강정', '계란국', '셀프무쌈말이', '낙지비빔밥', '포기김치', '짜요짜요']"
1024,2020-04-09,"['두부김치국', '잡곡밥', '시금치부침개', '배추겉절이', '소고기브로컬리볶음', '영양부추생채', '쌀밥']"
1025,2020-04-10,"['오렌지자몽샐러드', '고기듬뿍카레라이스', '실곤약무침', '미니우동', '고구마고로케', '포기김치']"
1026,2020-04-13,"['참치야채샐러드', '아욱국', '치즈닭갈비', '잡곡밥', '고구마치즈빵,오렌지', '숙주나물', '포기김치', '쌀밥']"
1027,2020-04-14,"['청포도', '홍초콩나물국', '열무김치', '참나물땅콩가루무침', '주꾸미세비체샐러드', 'LA갈비구이', '잡곡밥', '새우튀김', '쌀밥']"
1028,2020-04-16,"['전복장각삼계탕', '얼갈이겉절이', '잡곡밥', '해물잡채', '육전', '포기김치', '쌀밥']"
1029,2020-04-17,"['잡곡밥', '바질페스토스파게티', '소고기당면국', '비트무피클', '포기김치', '머위된장무침', '연어스테이크', '쌀밥']"
1030,2020-04-20,"['우엉불고기', '황태국', '오이사과생채', '잡곡밥', '카프레제샐러드', '야채계란말이', '포기김치', '쌀밥']"
1031,2020-04-21,"['베리베리샐러드', '깍두기', '오향장육', '멸치국수', '잡곡밥', '식혜', '꼬막미나리초무침', '양배추,케일*우렁쌈장', '쌀밥']"
1032,2020-04-22,"['단호박견과류구이', '가지나물무침', '오미자주스', '잡곡밥', '나주곰탕', '배추겉절이', '황태포무침', '춘천닭갈비', '쌀밥']"
1033,2020-04-23,"['알타리김치', '새우완자탕', '자몽에이드', '연어훈제샐러드', '잡곡밥', '해물볶음우동', '고구마치즈돈까스', '두릅새송이초무침', '쌀밥']"
1034,2020-04-24,"['그린샐러드', '카레닭볶음', '요거트드링킹', '잡곡밥', '문어오이미역초무침', '포기김치', '모듬소세지버섯구이', '대구지리탕', '쌀밥']"
1035,2020-04-27,"['육개장', '수원왕갈비', '양파호박채나물', '열무김치', '잡곡밥', '홍삼,크란치바', '브로콜리새송이메추리알조림', '쌀밥']"
1036,2020-04-28,"['깻잎전', '*잔반없는날*', '이벤트행사', '배추겉절이', '건강비빔밥*약고추장', '제첩두부국', '황태채마늘쫑무침']"
1037,2020-04-29,"['새우날치알볶음밥', '망고,복숭아아이스티', '쌀국수(숙주들어감)', '오이무초무침', '장어구이*소스', '춘권튀김*칠리드레질', '배추김치']"
1038,2020-05-04,"['배추김치', '잡곡밥', '청,적포도,오렌지주스', '삼겹살더덕고추장구이', '콩나물부추무침', '곰취,명이나물-장아찌', '쌀밥', '버섯들깨국']"
1039,2020-05-06,"['고추가루:중국산)', '왕갈비탕', '석박지', '잡곡밥', '해물전', '황도샐러드,포도주스', '쫄면야채무침', '꼬시래기무초무침', '쌀밥']"
1040,2020-05-07,"['견과류연근조림', '히레카츠*소스', '잡곡밥', '냉메밀소바', '양배추채무침', '과일,프로바이오틱', '포기김치', '쌀밥']"
1041,2020-05-08,"['고추가루:중국산)', '깍두기', '아욱수제비국', '잡곡밥', '치커리유자샐러드,알로에주스', '통오이고추무침', '크레미계란말이', '해물섞어찜', '쌀밥']"
1042,2020-05-11,"['사과,마시는요거트', '냉족발야채무침', '잡곡밥', '백김치', '두부참치조림', '새송이*가지구이', '돈육김치찌개', '양념', '쌀밥']"
1043,2020-05-12,"['잡곡밥', '꽃맛살과일샐러드', '열무물국수', '호박숙*양념장', '오징어링,새우튀김', '포기김치', '쌀밥', '소갈비찜']"
1044,2020-05-13,"['감자채볶음', '잡곡밥', '인절미츄러스맛탕,배즙', '떡갈비', '닭개장', '골뱅이야채무침', '포기김치', '쌀밥']"
1045,2020-05-14,"['파인애플,요플레', '소고기콩나물밥*양념', '고추장누들떡볶이', '야채스틱*견과쌈장', '들깨미역국', '포기김치', '바싹불고기*양파초절임']"
1046,2020-05-15,"['꽈리고추찹쌀무침', '블랙페퍼쉬림프', '잡곡밥', '생선까스*타르', '해초샐러드,사과즙', '유부주머니된장국', '포기김치', '쌀밥']"
1047,2020-05-18,"['잡곡밥', '시금치프리타타', '모듬쌈*쌈장', '제육볶음', '연두부탕', '포기김치', '쌀밥']"
1048,2020-05-19,"['들깨수제비', '잡곡밥', '명엽채볶음', '닭볶음탕', '도토리묵무침', '포기김치', '쌀밥']"
1049,2020-05-20,"['후르츠탕수육', '미역미소시루', '닭살카레라이스', '비빔메밀면', '포기김치', '견과류멸치볶음']"
1050,2020-05-21,"['차돌된장찌개', '잡곡밥', '주꾸미볶음', '두부스테이크', '포기김치', '청경채만다린생채', '쌀밥']"
1051,2020-05-22,"['땅콩조림', '어묵볶음', '소불고기덮밥', '맑은국', '야채비빔만두', '배추겉절이']"
1052,2020-05-25,"['연두부*장', '잡곡밥', '짬뽕불고기', '매콤콩나물국', '쫑상추무침', '포기김치', '쌀밥']"
1053,2020-05-26,"['시래기국', '잡곡밥', '청경채겉절이', '동그랑땡구이', '고추잡채*꽃빵', '포기김치', '쌀밥']"
1054,2020-05-27,"['열무김치', '꽁치한마리구이', '쨔샤이무침', '만두탕수육', '무채국', '곤드레밥*양념장']"
1055,2020-05-28,"['깍두기', '간장깻잎지', '잡곡밥', '오징어볶음', '옥수수계란찜', '쌀밥', '콩비지찌개']"
1056,2020-05-29,"['유부장국', '오이지무침', '마파두부덮밥', '레몬유린기', '두릅소고기샐러드', '배추겉절이']"
1057,2020-06-01,"['콩나물잡채', '잡곡밥', '소고기미역국', '셀프무쌈말이', '포기김치', '닭갈비', '쌀밥']"
1058,2020-06-02,"['사각어묵무침', '된장찌개', '잡곡밥', '돈육고추장볶음', '모듬야채쌈', '포기김치', '쌀밥']"
1059,2020-06-03,"['매실짱아찌', '시저샐러드', '가쯔오장국', '강된장', '깐풍육', '포기김치', '열무보리비빔밥']"
1060,2020-06-04,"['육개장', '소고기장조림', '잡곡밥', '녹두전', '비름나물', '포기김치', '쌀밥']"
1061,2020-06-05,"['깍두기', '야채고로케', '냉모밀국수', '해물부추전', '수박', '베이컨김치볶음밥']"
1062,2020-06-08,"['요구르트', '잡곡밥', '해물동그랑땡', '오삼불고기', '대구탕', '오이무침', '포기김치', '쌀밥']"
1063,2020-06-09,"['시금치된장국', '잡곡밥', '닭볶음탕', '두부구이*양념장', '미역줄기볶음', '포기김치', '쌀밥']"
1064,2020-06-10,"['치킨핑거', '깻잎순무침', '요구르트', '나물비빔밥', '오이사과냉국', '맛살떡샐러드', '포기김치']"
1065,2020-06-11,"['토마토프리타타', '굴비구이', '도라지오이무침', '잡곡밥', '배추겉절이', '매운소고기국', '쌀밥']"
1066,2020-06-12,"['모듬어묵볶음', '포기김치', '요구르트', '돈육버섯고추장덮밥', '참나물생채', '양파링카레튀김', '팽이무국']"
1067,2020-07-01,"['고구마순볶음', '양상추샐러드*딸기요거트', '잡곡밥', '냉모밀국수', '매운돈갈비찜', '메밀전병*간장', '포기김치', '쌀밥']"
1068,2020-07-02,"['홍어미나리초무침', '양상추샐러드*오리엔탈', '잡곡밥', '콩자반', '배추겉절이', '어묵잡채', '대파육개장', '쌀밥']"
1069,2020-07-03,"['요구르트', '부추고추전*간장', '동태알탕', '카레라이스', '쫄면야채무침', '포기김치', '과일요거트샐러드']"
1070,2020-07-06,"['매운소고기무국', '양상추샐러드*흑임자드레싱', '잡곡밥', '옥수수계란찜', '감자채파프리카볶음', '포기김치', '춘천닭갈비', '쌀밥']"
1071,2020-07-07,"['오리불고기', '콩나물맛살냉채', '잡곡밥', '그린샐러드*오렌지드레싱', '양배추숙쌈&쌈장', '물만두국', '핫도그', '포기김치', '쌀밥']"
1072,2020-07-08,"['매실음료', '석박지', '잡곡밥', '한방설렁탕', '채소스틱&쌈장', '콩자반', '통들깨부추무침', '오징어초무침', '쌀밥']"
1073,2020-07-09,"['건새우호박채전', '시저샐러드*시저드레싱', '시금치된장국', '잡곡밥', '닭볶음탕', '도라지오이초무침', '포기김치', '쌀밥']"
1074,2020-07-10,"['무채와사비무침', '맑은콩나물국', '잡곡밥', '쌈채소&쌈장', '콩자반', '양상추샐러드', '마카로니샐러드', '돈육고추장볶음', '포기김치', '쌀밥']"
1075,2020-07-13,"['마파두부덮밥', '레몬유린기', '미역미소시루', '만두찜*간장', '양상추샐러드*요거트D', '포기김치', '숙주미나리무침']"
1076,2020-07-14,"['비타민흑임자샐러드*흑임자D', '건새우무채국', '잡곡밥', '두부커틀렛*칠리', '쭈꾸미삼겹고추장볶음', '쫑상추무침', '포기김치', '쌀밥']"
